Fisher, Eddie	Eddie Fisher	Beautiful Things	1952	Beastie Boys	Get it Together	Ill Communication	1994	other
Fulsom, Lowell	Tramp	Tramp	1967	De la Soul	Let, Let Me In	De La Soul Is Dead	1991	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	DJ Jazzy Jeff & the Fresh Prince	Somethin' Like Dis	Code Red	1993	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	EPMD	Rampage	Out Of Business&#059; (cd2) Greatest Hits	2000	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Fu-Schnickens	Back Off	F.U. &#034;Don't take it personal&#034;	1992	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Grand Puba	360 Degrees	Reel To Reel	1992	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	House of Pain	Jump Around	House of Pain	1992	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Joe	I'm in Love	Third Rock From The Sun	1994	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Prince	7	The Hits/The B-Sides (Disc 1)	1993	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Redman	Time 4 Sum Aksion	Whut ? Thee Album	1992	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Nice & Smooth	Harmonize	Ain't A Damn Thing Changed	1991	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Salt-N-Pepa	Tramp	The Hits Remixed	1990	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Stetsasonic	No BS Allowed	Blood, Sweat &#038; No Tears	1991	soul/funk/r&b
Fulsom, Lowell	Tramp	Tramp	1967	Wu-Tang Clan	Protect Ya Neck (The Jump Off)	The W	2000	soul/funk/r&b
Fulsom, Lowell	Tramp	No Hard Feelings	1967	DJ Jazzy Jeff & the Fresh Prince	Somethin' Like Dis	Code Red	1993	soul/funk/r&b
Hayes, Isaac	Presenting Isaac Hayes	I Want to Make Love to You So Bad	1967	Foxxy Brown	Intro. . . Chicken Coop	Ill Na Na (Clean Version)	1996	soul/funk/r&b
Hayes, Isaac	Presenting Isaac Hayes	I Want to Make Love to You So Bad	1967	Foxxy Brown	Outro	Ill Na Na (Clean Version)	1996	soul/funk/r&b
Jackson, Chuck	Hold on We're Coming	Something You Got	1967	Beatnuts	Sandwiches	Street Level	1994	soul/funk/r&b
Jeanne & the Darlings	Hold on We're Coming	Soul Girl	1967	Heltah Skeltah	Undastand	Nocturnal	1996	soul/funk/r&b
Jeanne & the Darlings	Hold on We're Coming	Soul Girl	1967	House of Pain	Jump Around	House of Pain	1992	soul/funk/r&b
Jeanne & the Darlings	Hold on We're Coming	Soul Girl	1967	Pete Rock & CL Smooth	Get on the Mic	The Main Ingredient	1994	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Boogie Down Productions	Criminal Minded	Criminal Minded	1987	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Boss	Recipe of a Hoe	Born Gangstaz	1993	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Brand Nubian	Try to Do Me	One For All	1990	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Compton's Most Wanted	Give it Up	It's A Compton Thang?	1990	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	De la Soul	The Magic Number	3 Feet High And Rising	1989	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	DOC	Beautiful But Deadly	No One Can Do It Better	1989	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Kool G Rap	Talk Like Sex	Wanted: Dead Or Alive	1990	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Louise	Beautiful Inside	Elbow Beach	2000	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Public Enemy	Fear of a Black Planet	Fear Of A Black Planet	1990	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Scarface	Mr. Scarface	Scarface: Greatest Hits	2002	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Style	The Assassinator	In Tone We Trust	1990	soul/funk/r&b
Johnson, Syl	single	Different Strokes	1967	Whodini	Funky Beat	Greatest Hits	1984	soul/funk/r&b
King, Ben E.	What is Soul?	What is Soul?	1967	Stereo MCs	What is Soul?	Retroactive	2002	soul/funk/r&b
Redding, Otis & Thomas, Carla	King and Queen	Tramp	1967	Originoo Gunn Clappaz	Gunn Clapp	Da Storm	1996	soul/funk/r&b
Showmen, Inc., The	single	The Tramp (From Funky Broadway) (Part 1)	1967	DJ Logic	French Quarter	The Anomaly	2001	soul/funk/r&b
Sly & the Family Stone (Stone, Sly)	A Whole New Thing	Underdog	1967	Cypress Hill	Real Estate	Cypress Hill	1991	soul/funk/r&b
Sly & the Family Stone (Stone, Sly)	A Whole New Thing	Underdog	1967	Public Enemy	Fear of a Black Planet	Fear Of A Black Planet	1990	soul/funk/r&b
Sly & the Family Stone (Stone, Sly)	A Whole New Thing	Turn Me Loose	1967	Public Enemy	Power to the People	Fear Of A Black Planet	1990	soul/funk/r&b
Sly & the Family Stone (Stone, Sly)	A Whole New Thing	Trip to Your Heart	1967	LL Cool J	Mama Said Knock You Out	All World	1996	soul/funk/r&b
Sly & the Family Stone (Stone, Sly)	A Whole New Thing	Advice	1967	Ice Cube	AmeriKKKa's Most Wanted	AmeriKKKa's Most Wanted	1990	soul/funk/r&b
Temptations	The Temptations with a Lot of Soul	I Know (I'm Losin' You)	1967	Sons of Bazerk	Change the Style	Featuring No Self Control And The Band	1991	soul/funk/r&b
Williams, Andre	The Temptations with a Lot of Soul	Humpin', Bumpin', and Thumpin'!	1967	Fatboy Slim	Sho' Nuff	Praise You	1998	soul/funk/r&b
Wonder, Stevie	Down to Earth	Talkin' 'bout Hey Love	1967	De la Soul	Talkin' 'bout Hey Love	De La Soul Is Dead	1991	soul/funk/r&b
Wright, O.V.	Eight Men, Four Women	When You Took Your Love from Me	1967	Cappadonna	Slang Editorial	The Pillage	1998	soul/funk/r&b
Adderley, Cannonball (Quintet)	Walk Tall	74 Miles Away	1967	Naughty by Nature	Hip Hop Hooray	Nature's Finest	1995	jazz
Alpert, Herb	Sounds Like	In a Little Spanish Town	1967	Black Sheep	Flavor of the Month	A Wolf In Sheep's Clothing	1991	jazz
Alpert, Herb	Sounds Like	Treasure of San Miguel	1967	Method Man	Release Yo' Delf	J-Love Presents: A Taste Of Tical 0 (The Prequel)	2003	jazz
Byrd, Donald	Black Jack	Black Jack	1967	Common	Breaker 1/9	Can I Borrow A Dollar?	1992	jazz
Hancock, Herbie	Blowup soundtrack	Bring down the Birds	1967	Deee-Lite	Groove is in the Heart	World Clique	1990	jazz
Hirt, Al	Soul in the Horn	Harlem Hindoo	1967	De la Soul	Ego Trippin' (Pt 2)	DJ Splice Vs. De La Soul	1999	jazz
Jerry O	single	(Funky) 4 Corners	1967	Peanut Butter Wolf	Tale of Five Cities	My Vinyl Weighs A Ton	1999	jazz
Lateef, Yusef	The Complete Yusef Lateef	In the Evening	1967	Pharcyde	Hey You	Labcabincalifornia	1995	jazz
Lewis, Ramsey	Up Pops Ramsey Lewis	Respect	1967	Wiseguys	Ooh La La	The Antidote	1998	jazz
McDuff, Brother Jack	Tobacco Road	The Shadow of Your Smile	1967	De la Soul	Ego Trippin'	Buhloone Mind State	1993	jazz
McDuff, Brother Jack	Tobacco Road	The Shadow of Your Smile	1967	Da King & I	Ghetto Instinct	Contemporary Jeep Music	1993	jazz
McDuff, Brother Jack	Do it Now!	Strolling Blues	1967	ShowBiz & A.G.	Party Groove	Runaway Slave	1992	jazz
Rich, Buddy	Take It Away - The New One	Diabolus	1967	Cinematic Orchestra	Diabolus	Motion	1999	jazz
Simone, Nina	Vol. 2-Essential	Angel of the Morning	1967	Shaggy	Angel	Hotshot	2000	jazz
Steig, Jeremy	Legwork	Howling for Judy	1967	Beastie Boys	Sure Shot	Ill Communication	1994	jazz
Szabo, Gabor	The Wind, Sky and Diamonds	San Francisco Nights	1967	People Under the Stairs	San Francisco Knights	The Next Step	1998	jazz
Beatles	Magical Mystery Tour	I am the Walrus	1967	3rd Bass	3 Strikes 5000	Derelicts Of Dialect	1991	rock/pop
Beatles	Magical Mystery Tour	Baby You're a Rich Man	1967	PM Dawn	The Beautiful	Of The Heart, Of The Soul And Of The Cross	1991	rock/pop
Beatles	Magical Mystery Tour	All You Need is Love	1967	A Tribe Called Quest	Luck of Lucien	The Anthology	1999	rock/pop
Beatles	Magical Mystery Tour	All You Need is Love	1967	JAMS	All You Need is Love	The History Of The Jams	1988	rock/pop
Beatles	Magical Mystery Tour	Strawberry Fields Forever	1967	Oasis	Go Let it Out	Standing On The Shoulder Of Giants	2000	rock/pop
Beatles	Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band	1967	Beastie Boys	Sounds of Science	Paul's Boutique	1989	rock/pop
Beatles	Sgt. Pepper's Lonely Hearts Club Band	Little Help from My Friends	1967	Oasis	She's Electric	(What's The Story) Morning Glory?	1995	rock/pop
Beatles	Sgt. Pepper's Lonely Hearts Club Band	When I'm 64	1967	Beastie Boys	Sounds of Science	Paul's Boutique	1989	rock/pop
Beatles	Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band	1967	Beastie Boys	Sounds of Science	Paul's Boutique	1989	rock/pop
Bubble Gum Machine	The Bubble Gum Machine	I Wonder	1967	Black Sheep	Flavor of the Month	A Wolf In Sheep's Clothing	1991	rock/pop
Buffalo Springfield	Buffalo Springfield	For What It's Worth	1967	Kelly Rowland	Stole	Simply Deep	2002	rock/pop
Buffalo Springfield	Buffalo Springfield	For What It's Worth	1967	Les Rythmes Digitales	(Hey You) What's That Sound	Darkdancer	1999	rock/pop
Buffalo Springfield	Buffalo Springfield	For What It's Worth	1967	Public Enemy	He Got Game	He Got Game Soundtrack (Explicit)	1998	rock/pop
Buffalo Springfield	Buffalo Springfield	For What It's Worth	1967	Skee-Lo	I Wish	I Wish	1995	rock/pop
Cyrkle, The	Neon	The Visit	1967	A Tribe Called Quest	Get a Hold	Beats Rhymes &#038; Life	1996	rock/pop
Doors, The	Strange Days	People are Strange	1967	Twiztid	People are Strange	Freek Show	2000	rock/pop
Hendrix, Jimi	Are You Experienced?	Are You Experienced	1967	Pharcyde	Passin' Me By	Pharcyde Mix	2001	rock/pop
Hendrix, Jimi	Are You Experienced?	Foxy Lady	1967	Emergency Broadcast Network	Behavior Modification - We Will Rock You	Behavior Modification / We Will Rock You	1992	rock/pop
Hendrix, Jimi	Are You Experienced?	Foxy Lady	1967	JAMS	Candyman	The History Of The Jams	1988	rock/pop
Monkees, The	More of the Monkees	Mary Mary	1967	JJ Fad	Way Out	Supersonic	1988	rock/pop
Monkees, The	More of the Monkees	Mary Mary	1967	PM Dawn	If I Wuz U	Of The Heart, Of The Soul And Of The Cross	1991	rock/pop
Monkees, The	More of the Monkees	Mary Mary	1967	Run-DMC	Mary Mary	Greatest Hits	2002	rock/pop
Monkees, The	Headquarters	Zilch	1967	Del	Mistadobalina	I Wish My Brother George Was Here	1991	rock/pop
Moody Blues	Days of Future Passed	Nights in White Satin	1967	Presage	Remote Control	Outer Perimeter	1998	rock/pop
Moody Blues	Days of Future Passed	Twilight Time	1967	Presage	Remote Control	Outer Perimeter	1998	rock/pop
Rotary Connection	Rotary Connection	Memory Band	1967	Fugees	Killing Me Softly	The Score	1996	rock/pop
Rotary Connection	Rotary Connection	Memory Band	1967	InI	Life I Live	Center Of Attention	1996	rock/pop
Spanky and Our Gang	Spanky and Our Gang	Lazy Days	1967	Masta Ace	Take a Walk	Disposable Arts	2001	rock/pop
Springfield, Dusty	Where Am I Going?	I Can't Wait Until I See My Baby's Face	1967	Saint Etienne	Nothing Can Stop Us	Too Young To Die	1995	rock/pop
Taylor, James	James Taylor & the Original Flying Machine	Knocking 'Round the Zoo	1967	Diamond D	Intro to Stunts, Blunts, & Hip Hop	Stunts, Blunts, &#038; Hip Hop	1992	rock/pop
Vanilla Fudge	Vanilla Fudge	Eleanor Rigby	1967	Lootpack	Crate Diggin'	Soundpieces: Da Antidote!	1999	rock/pop
Vanilla Fudge	Vanilla Fudge	Bang Bang	1967	Funkmaster Flex	The Tunnel Intro	The Tunnel	1999	rock/pop
Walker, Scott	Scott	Montague Terrace (In Blue)	1967	United Future Organization	Everyday Routine	V	2002	rock/pop
Young Rascals, The	Groovin'	Sueno	1967	A Tribe Called Quest	I Left My Wallet in El Segundo	The Anthology	1999	rock/pop
Barry, John	You Only Live Twice soundtrack	You Only Live Twice	1967	Robbie Williams	Millennium	The Ego Has Landed	1999	other
Goldsmith, Jerry	In Like Flint soundtrack	Title Song	1967	Outsidaz	The Rah Rah	Night Life	1999	other
Morricone, Ennio	For a Few Dollars More	For a Few Dollars More	1967	EPMD	Draw	Out Of Business	2000	other
Schifrin, Lalo	Music from Mission Impossible	Danube Incident	1967	Heltah Skeltah	Prowl	Nocturnal	1996	other
Schifrin, Lalo	Music from Mission Impossible	Danube Incident	1967	Portishead	Sour Times	Dummy	1994	other
Schifrin, Lalo	Music from Mission Impossible	More Mission Impossible	1967	Portishead	Sour Times	Dummy	1994	other
Schifrin, Lalo	Music from Mission Impossible	Jim on the Move	1967	Wiseguys	Ooh La La	The Antidote	1998	other
Mauriat, Paul	L'Aventura	C'est la Chanson de Mon Amour	1967	Dr. Octagon	Halfsharkalligatorhalfman	Dr. Octagonecologyst	1996	other
San Sebastian Strings	The Sea	Beyond the Bend Ahead	1967	Atmosphere	Adjust	Overcast!	1997	other
Henry, Pierre	Messe Pour Le Temps Present	Rock Electronique	1967	Coldcut	Atomic Moog	Let Us Play (Disc 1)	1997	other
5th Dimension	Stoned Soul Picnic	Stoned Soul Picnic	1968	Kurious	Nikole	A Constipated Monkey	1994	other
5th Dimension	Stoned Soul Picnic	Good News	1968	Ice T	Mic Contract	O.G. Original Gangster	1991	other
Barretto, Ray	Acid	A Deeper Shade of Soul	1968	Urban Dance Squad	A Deeper Shade of Soul	Mental Floss For The Globe	1990	soul/funk/r&b
Bassey, Shirley	Something	Light My Fire	1968	50 Cent	Rowdy, Rowdy	The Hits &#038; Unreleased	2002	soul/funk/r&b
Bassey, Shirley	Something	Light My Fire	1968	Peanut Butter Wolf	Mobbin'	My Vinyl Weighs A Ton	1999	soul/funk/r&b
Bell, Archie & the Drells	Tighten Up	Tighten Up	1968	Digable Planets	Where I'm From	Reachin' (A New Refutation Of Time And Space)	1993	soul/funk/r&b
Bell, William	Bound to Happen	I Forgot to Be Your Lover	1968	Chino XL	Sorry	Told You So	2001	soul/funk/r&b
Bell, William	Bound to Happen	I Forgot to Be Your Lover	1968	Ludacris	Growing Pain	Word Of Mouf	2001	soul/funk/r&b
Booker T. & the MG's	Uptight soundtrack	Children, Don't Get Weary	1968	Lo-Fidelity Allstars	How to Operate with a Blown Mind	How To Operate With A Blown Mind	1998	soul/funk/r&b
Booker T. & the MG's	Uptight soundtrack	Children, Don't Get Weary	1968	Raekwon	Glaciers of Ice	Only Built 4 Cuban Linx	1995	soul/funk/r&b
Burke, Solomon	I Wish I Knew	Get out of My Life, Woman	1968	3rd Bass	Daddy Rich in the Land of 1210	Derelicts Of Dialect	1991	soul/funk/r&b
Burke, Solomon	I Wish I Knew	Get out of My Life, Woman	1968	Dr. Dre	The Chronic (Intro)	The Chronic	1992	soul/funk/r&b
Burke, Solomon	I Wish I Knew	Get out of My Life, Woman	1968	Ice Cube	Now I Gotta Wet 'Cha	The Predator	1992	soul/funk/r&b
Cash, Alvin	single	Keep on Dancing	1968	Queen Latifah	Dance for Me	All Hail The Queen	1989	soul/funk/r&b
Cosby, Bill	Hooray for the Salvation Army Band	Get out of My Life, Woman	1968	Black Sheep	City Lights	Non-Fiction	1994	soul/funk/r&b
Cosby, Bill	Hooray for the Salvation Army Band	Get out of My Life, Woman	1968	Cypress Hill	Stoned is the Way of the Walk	Cypress Hill	1991	soul/funk/r&b
Delfonics, The	La La Means I Love You	La La Means I Love You	1968	Freestyle Fellowship	Dedications	To Whom It May Concern	1999	soul/funk/r&b
Delfonics, The	Sound of Sexy Soul	Ready or Not (Here I Come)	1968	Afu-Ra	Bring It Right	The Body Of The Life Force	2000	soul/funk/r&b
Delfonics, The	Sound of Sexy Soul	Ready or Not (Here I Come)	1968	Diamond D	Step to Me	Stunts, Blunts, &#038; Hip Hop	1992	soul/funk/r&b
Delfonics, The	Sound of Sexy Soul	Ready or Not (Here I Come)	1968	Fugees	Ready or Not	The Score	1996	soul/funk/r&b
Dr. John	Gris Gris	I Walk on Guilded Splinters	1968	Beastie Boys	Pass the Mic	Check Your Head	1992	soul/funk/r&b
Dr. John	Gris Gris	I Walk on Guilded Splinters	1968	PM Dawn	Comatose	Of The Heart, Of The Soul And Of The Cross	1991	soul/funk/r&b
Dr. John	Gris Gris	Gris-Gris Gumbo Ya Ya	1968	Massive Attack	Karmacoma	Protection	1995	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Blackalicious	Change	Deception (Single)	2000	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Chubb Rock	The Funky	I Gotta Get Mine Yo?	1992	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Common	Charms Alarm	Can I Borrow A Dollar?	1992	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Da King & I	Lost My Mind	King Of The Blues Guitar	1989	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	De la Soul	Buddy	3 Feet High And Rising	1989	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	De la Soul	3 Days Later	Buhloone Mind State	1993	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Del	No Need for Alarm	No Need For Alarm	1993	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Goats	Cumin' in ya Ear	Tricks Of The Shade	1992	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	House of Pain	One for the Road	House of Pain	1992	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Greg Osby	Intelligent Madness	3-D Lifestyles	1993	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Ice Cube	Bird in the Hand	Death Certificate	1991	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Kurious	I'm Kurious	A Constipated Monkey	1994	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	LL Cool J	Eat 'em up L Chill	Mama Said Knock You Out	1990	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Naughty by Nature	Hip Hop Hooray	Nature's Finest	1995	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Nice & Smooth	Blunts	Jewel Of The Nile	1994	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Organized Konfusion	Maintain	Stress: The Extinction Agenda	1994	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Shyheim	Pass it Off	The Rugged Child	1993	soul/funk/r&b
Five Stairsteps	Love's Happening	Don't Change Your Love	1968	Slick Rick	Behind Bars	Behind Bars	1994	soul/funk/r&b
Franklin, Aretha	single	The House that Jack Built	1968	Big Daddy Kane	The House that Cee Built	It's a Big Daddy Thing	1989	soul/funk/r&b
Franklin, Aretha	Now	Think	1968	3rd Bass	The Gas Face	The Cactus Album (The Cactus CEE/D)	1989	soul/funk/r&b
Franklin, Aretha	Now	Think	1968	EPMD	The Joint	Back In Business	1997	soul/funk/r&b
Gaye, Marvin	You're All I Need to Get By	You're All I Need to Get By	1968	Method Man	All I Need	Tical	1994	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	112	Call My Name	112	1996	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Bushwick Bill	Only God Knows	Phantom Of The Rapra	1995	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Compton's Most Wanted	Hood Took Me Under	Music To Driveby	2002	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Cypress Hill	Whatta You Know	Unreleased &#038; Revamped	1996	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Faith Evans	No Other Love	Faith	1995	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Foxxy Brown	Chyna Whyte	Chyna Doll	1999	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Hooverphonic	2 Wicky	A New Stereophonic Sound Spectacular	1997	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	MF Doom	Dead Bent	Operation: Doomsday	2001	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Notorious BIG	Warning	Ready To Die	1994	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Pete Rock	Walk on By	Petestrumentals	2001	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Sounds of Blackness	Everything's Gonna Be Alright	Africa To America: The Journey Of The Drum	1994	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Tupac	Me Against the World	Makaveli (The 7 Day Theory)	1996	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Volume 10	Mom & Deb	Hip-Hopera	1994	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Walk on By	1968	Westside Connection	Do You Like Criminals?	Bow Down	1996	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	Above the Law	Just Kickin' Lyrics	Livin' Like Hustlers	1990	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	DJ Quik	Born and Raised in Compton	Quik Is The Name	1998	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	Fabe	Nuage Sans Fin	Détournement De Son	1998	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	Ice Cube	I Gotta Say 'Whats Up?'	AmeriKKKa's Most Wanted / Kill At Will EP	1990	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	NWA	Prelude	Niggaz4life	1991	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	Public Enemy	Black Steel in the Hour of Chaos	It Takes A Nation Of Millions To Hold Us Back	1988	soul/funk/r&b
Hayes, Isaac	Hot Buttered Soul	Hyperbolicsyllabicsesquedalymistic	1968	Shyheim	Here Come the Hits	The Rugged Child	1993	soul/funk/r&b
Impressions	We're a Winner	We're a Winner	1968	Biz Markie	I Hear Music	The Best Of Cold Chillin'	2000	soul/funk/r&b
Impressions	We're a Winner	We're a Winner	1968	Souls of Mischief	Limitations	93 'Til Infinity	1993	soul/funk/r&b
Intruders	Cowboys to Girls	Cowboys to Girls	1968	Big Noyd	Bang Bang	Only The Strong	2003	soul/funk/r&b
Jackson, Chuck	Arrives!	I Like Everything about You	1968	A Tribe Called Quest	Butter	The Low End Theory	1991	soul/funk/r&b
